QUEST_UNUSED_20151015_000614	It's too dark to see! Collect some shining moss from nearby!	Tidak terlihat karena gelap! Dapatkanlah Moss yang bercahaya di sekitar!
QUEST_UNUSED_20151015_000615	Reading the writings on the pillar	Sedang membaca tulisan di Pillar
QUEST_UNUSED_20151015_000616	Due to shining moss, you are able to read what the writings say!	Telah berhasil membaca tulisan berkat Moss yang bercahaya!
QUEST_UNUSED_20151015_000617	What is the written on the pillar?	Apakah tulisan di Pillar itu?
QUEST_UNUSED_20151015_000618	The pillar collapsed!{nl}Collect sticky liquid from monsters to repair it!	Pillar telah runtuh!{nl} Dapatkanlah caira yang lengket untuk memperbaiki pillar ini dari Monster!
QUEST_UNUSED_20151015_000619	You have obtained sticky fluid!	Kumpulkanlah Caira yang lengket!
QUEST_UNUSED_20151015_000620	Repairing the pillar	Sedang memperbaiki Pillar
QUEST_UNUSED_20151015_000621	You can read the letters!	Tulisan sudah mencapai kondisi dapat terbaca!
QUEST_UNUSED_20151015_000622	Look for the pieces of the pillar	Mencari potongan Pillar
QUEST_UNUSED_20151015_000623	Putting in the pieces	Sedang menyelipkan potongan
QUEST_UNUSED_20151015_000624	Collecting the Sacred Object (4)	Mengumpulkan Relic(4)
QUEST_UNUSED_20151015_000625	I will go excavate it	Berkata akan melakukan ekskavasi
QUEST_UNUSED_20151015_000626	Excavating the Sacred Object	Sedang melakukan penggalian relic
QUEST_UNUSED_20151015_000627	You've discovered the sacred object!	Telah menemukan Relic!
QUEST_UNUSED_20151015_000628	I will collect them	berkata akan coba mengumpulkannya.
QUEST_UNUSED_20151015_000629	I won't go in again	Berkata tidak ada urusan untuk masuk kembali
QUEST_UNUSED_20151015_000630	The story written about the Ruklys Army	Tertulis akan cerita yang berhubungan dengan pasukan Ruklys
QUEST_UNUSED_20151015_000631	Order to Retreat	Perintah untuk mundur
QUEST_UNUSED_20151015_000632	The Journey Begins (1)	Perjalanan dimulai (1)
QUEST_UNUSED_20151015_000633	The Journey Begins (2)	Perjalanan dimulai (2)
QUEST_UNUSED_20151015_000634	The Journey Begins (3)	Perjalanan dimulai (3)
QUEST_UNUSED_20151015_000635	Please tell me what it is	Berkata meminta diberit tahu
QUEST_UNUSED_20151015_000636	I will ask later	Coba bertanya nanti
QUEST_UNUSED_20151015_000637	The Journey Begins (4)	Perjalanan dimulai (4)
QUEST_UNUSED_20151015_000638	Orsha (1)	Orsha (1)
QUEST_UNUSED_20151015_000639	I will go	Berkata akan coba pergi
QUEST_UNUSED_20151015_000640	I have something to do	Berkata ada hal yang harus dilakukan
QUEST_UNUSED_20151015_000641	Orsha (2)	Orsha (2)
QUEST_UNUSED_20151015_000642	Please wait	Meminta agar menunggu
QUEST_UNUSED_20151015_000643	Orsha (3)	Orsha (3)
QUEST_UNUSED_20151015_000644	I will go meet	Berkata akan coba menemui
QUEST_UNUSED_20151015_000645	A Thankful Heart	Menyimpan rasa bersyukur
QUEST_UNUSED_20151015_000646	Something to Give	Ingin memberikan
QUEST_UNUSED_20151015_000647	Lost in the Forest (1)	Tersesat di dalam Hutan (1)
QUEST_UNUSED_20151015_000648	Lost in the Forest (2)	Tersesat di dalam Hutan (2)
QUEST_UNUSED_20151015_000649	I will come back soon	Berkata akan segera kembali
QUEST_UNUSED_20151015_000650	Lighting it up	Menyalakan api
QUEST_UNUSED_20151015_000651	An Unowned Object	Benda tanpa pemilik
QUEST_UNUSED_20151015_000652	I will take a look around	Berkata coba memasukinya
QUEST_UNUSED_20151015_000653	I don't need that	Berkata tidak membutuhkannya segera
QUEST_UNUSED_20151015_000654	Unsafe Safety Zone	Safe Area yang tidak aman
QUEST_UNUSED_20151015_000655	The Settler Without Rest	Imigran yang tidak bisa beristirahat
QUEST_UNUSED_20151015_000656	It will come if you wait	Berkata akan datang jika menunggu
QUEST_UNUSED_20151015_000657	The Missing Bishop (1)	Disappeared Bishop (1)
QUEST_UNUSED_20151015_000658	The Missing Bishop (2)	Disappeared Bishop (2)
QUEST_UNUSED_20151015_000659	The Missing Bishop (3)	Disappeared Bishop (3)
QUEST_UNUSED_20151015_000660	The Missing Bishop (4)	Disappeared Bishop (5)
QUEST_UNUSED_20151015_000661	The Missing Bishop (5)	Menemukan Jejak yang terhapus
QUEST_UNUSED_20151015_000662	The Burnt Whereabouts (1)	Jejak terbakar(1)
QUEST_UNUSED_20151015_000663	The Burnt Whereabouts (2)	Jejak terbakar(2)
QUEST_UNUSED_20151015_000664	Search for the Erased Traces (5)	Menemukan Jejak yang terhapus(5)
QUEST_UNUSED_20151015_000665	Search for the Erased Traces (6)	Menemukan Jejak yang terhapus(6)
QUEST_UNUSED_20151015_000666	Overworked Agent	Spy's Over Work
QUEST_UNUSED_20151015_000667	Removing the Odor	Removing Smell
QUEST_UNUSED_20151015_000668	Turning Away	Berbalik Arah
QUEST_UNUSED_20151015_000669	Monster Colony (1)	Monster Habitat(1)
QUEST_UNUSED_20151015_000670	Monster Colony (2)	Monster Habitat(2)
QUEST_UNUSED_20151015_000671	Large-Scale Search Operation (1)	Operasi Pencarian Skala Besar (1)
QUEST_UNUSED_20151015_000672	Large-Scale Search Operation (2)	Operasi Pencarian Skala Besar (2)
QUEST_UNUSED_20151015_000673	Large-Scale Search Operation (3)	Operasi Pencarian Skala Besar (3)
QUEST_UNUSED_20151015_000674	Large-Scale Search Operation (4)	Operasi Pencarian Skala Besar (4)
QUEST_UNUSED_20151015_000675	Large-Scale Search Operation (5)	Operasi Pencarian Skala Besar (5)
QUEST_UNUSED_20151015_000676	Large-Scale Search Operation (6)	Operasi Pencarian Skala Besar (6)
QUEST_UNUSED_20151015_000677	Support Activities	Supportive Activity
QUEST_UNUSED_20151015_000678	The Suspicious Location	Suspicious Place
QUEST_UNUSED_20151015_000679	Preliminary Investigation (1)	Penyelidikan awal(1)
QUEST_UNUSED_20151015_000680	Preliminary Investigation (2)	Penyelidikan awal(2)
QUEST_UNUSED_20151015_000681	The Corrupted Monster	Poluted Monster
QUEST_UNUSED_20151015_000682	Precious Life and Money	Nyawa yang berharga dibandingkan uang
QUEST_UNUSED_20151015_000683	Retrieve the capital	Collecting Seed Capital
QUEST_UNUSED_20151015_000684	The Dangerous Trace (1)	Arahan yang berbahaya(1)
QUEST_UNUSED_20151015_000685	The Dangerous Trace (2)	Arahan yang berbahaya(2)
QUEST_UNUSED_20151015_000686	The Dangerous Trace (3)	Arahan yang berbahaya(3)
QUEST_UNUSED_20151015_000687	Bishop Urbonas' Whereabouts (1)	Urbonas' Trace(1)
QUEST_UNUSED_20151015_000688	Bishop Urbonas' Whereabouts (2)	Urbonas' Trace(2)
QUEST_UNUSED_20151015_000689	Bishop Urbonas' Whereabouts (3)	Urbonas' Trace(3)
QUEST_UNUSED_20151015_000690	Bishop Urbonas' Whereabouts (4)	Urbonas' Trace(4)
QUEST_UNUSED_20151015_000691	Bishop Urbonas' Whereabouts (5)	Urbonas' Trace(5)
QUEST_UNUSED_20151015_000692	Bishop Urbonas' Whereabouts (6)	Urbonas' Trace(6)
QUEST_UNUSED_20151015_000693	Bishop Urbonas' Whereabouts (7)	Urbonas' Trace(7)
QUEST_UNUSED_20151015_000694	Do the task properly	Certain Treatment
QUEST_UNUSED_20151015_000695	A New Enemy	New Enemy
QUEST_UNUSED_20151015_000696	A Pile of Demons (1)	Demon Package(1)
QUEST_UNUSED_20151015_000697	A Pile of Demons (2)	Demon Package(2)
QUEST_UNUSED_20151015_000698	Into the Hands (5)	With Demon Hand(5)
QUEST_UNUSED_20151015_000699	Into the Hands (6)	With Demon Hand(6)
QUEST_UNUSED_20151015_000700	What If Again (1)	Kalau saja kalau(1)
QUEST_UNUSED_20151015_000701	What If Again (2)	Kalau saja kalau(2)
QUEST_UNUSED_20151015_000702	To Expel	Mengusir
QUEST_UNUSED_20151015_000703	Recruiting Prisoners	Mengumpulkan Prisoner
QUEST_UNUSED_20151015_000704	A Deeper Place (1)	Di tempat yang lebih dalam(1)
QUEST_UNUSED_20151015_000705	A Deeper Place (2)	Di tempat yang lebih dalam(2)
QUEST_UNUSED_20151015_000706	A Deeper Place (3)	Di tempat yang lebih dalam(3)
QUEST_UNUSED_20151015_000707	A Deeper Place (4)	Di tempat yang lebih dalam(4)
QUEST_UNUSED_20151015_000708	Tell him to wait a bit	Berkata meminta agar menunggu lebih lama
QUEST_UNUSED_20151015_000709	Everything Intact (1)	Semuanya ke tempat semula(1)
QUEST_UNUSED_20151015_000710	Everything Intact (2)	Semuanya ke tempat semula(2)
QUEST_UNUSED_20151015_000711	Eliminate the rust	Menghilangkan karat
QUEST_UNUSED_20151015_000712	Precious and Valuable	Precious and Important
QUEST_UNUSED_20151015_000713	Change of One's Thinking	Change one's way of thinking
QUEST_UNUSED_20151015_000714	Everything Intact (3)	Semuanya ke tempat semula(3)
QUEST_UNUSED_20151015_000715	Feeding the aerial monsters	Memberi makan monster tipe Flying
QUEST_UNUSED_20151015_000716	Falconer Master wants to test whether monsters can be used instead of eagles. Feed three kinds of aerial type monsters and try taming them.	Falconer Master bermaksud untuk bereksperimen apakan dapat menggunakan monster lainnya untuk menggantikan elang. Cobalah beri makan dan latih monster jenis bird tipe flying.
QUEST_UNUSED_20151015_000717	Report to Falconer Master	Melapor kepada Falconer master
QUEST_UNUSED_20151015_000718	You've failed to tame monsters. Go back to Falconer Master.	Telah gagal melatih Monster. Kembalilah kepada Falconer Master.
QUEST_UNUSED_20151015_000719	Go meet Schwarzer Reiter Master at the Forest of Prayer.	Pergilah mencari Schwaze Reiter Master yang ada di Forest of Prayer.
QUEST_UNUSED_20151015_000720	Shoot normal monsters 200 times consecutively	Mengenai monster biasa secara berkelanjutan 200 kali
QUEST_UNUSED_20151015_000721	Schwarzer Reiter Master told you that he will see your skills to shoot enemies accurately. Hit normal monsters 200 times accurately.	Schwaze Reiter Master berkata akan melihat kemampuan mengenai musuh dengan tepat. Cobalah serang monster biasa sebagai target sebanyak 200 kali secara berurutan.
QUEST_UNUSED_20151015_000722	You've landed all attacks on enemies without any mistask. Go back to Schwarzer Reiter Master.	Telah mengenai seluruh serangan secara berurutan pada musuh tanpa kesalahan. Kembalilah pada Schwaze Reiter Master.
QUEST_UNUSED_20151015_000723	Find the hidden contact and hand over the object	Mengeluarkan benda dengan mencari perantara yang bersembunyi
QUEST_UNUSED_20151015_000724	Monk Master asked you to meet the person who Vail has sent and hand over the object to him which Monk Master has given you. The person you should meet is hidden so go to the place indicated on the memo which Monk Master gave to you and say the passwords. When a person appears after hearing the passwords, give him the object.	Monk Master menyuruh untuk mengeluarkan benda yang diberikan dengan menemui orang dikirimkan oleh Vail. Katanya orang yang harus ditemui itu sedang bersembunyi, maka keluarkan benda dan perlihatkan kepada perantara yang muncul lalu bicarakan kode rahasia yang tertulis pada catatan yang diberikan oleh Monk Master.
QUEST_UNUSED_20151015_000725	Report to Monk Master	Melapor kepada Monk Master
QUEST_UNUSED_20151015_000726	You've successfully handed over the object to the person. Go back to Monk Master.	Telah menyampaikan barang kepada perantara dengan sukses. Kembalilah pada Monk Master.
QUEST_UNUSED_20151015_000727	Search the book of Pardoner Master	Mencari Pardoner Master's Ledger
QUEST_UNUSED_20151015_000728	Pardoner Master told you that his book is ripped off so it can't be used. Go find the premiminary book which Pardoner Master has hidden at 35_3 of the monastery.	Pardoner Master berkata Ledger yang dimiliki dirinya telah tersobek sehingga tidak dapat dipakai. Cobalah carikan Spare Ledger yang disembunyikan Pardoner Master di Monastery 35_3.
QUEST_UNUSED_20151015_000729	You've found the book of Pardoner Master. Go back to Pardoner Master.	Telah menemukan Ledger Pardoner master. Kembalilah pada Pardoner Master.
QUEST_UNUSED_20151015_000730	Collect the samples of Plant-type monsters	Mengumpulkan sample monster tipe Plant
QUEST_UNUSED_20151015_000731	Druid Master is researching on the over grown plants after Medzio Diena. To help him the research, defeat Plant-type monsters and collect the samples. You can get more samples as the monsters become stronger.	Druid Master berkata sedang menyelidiki tentang tanaman yang bertumbuh pesat setelah hari Medzio Diena. Untuk membantu penelitian, bunuhlah monster tipe Plant dan kumpulkanlah Samplenya. Semakin kuat monster maka bisa mendapatkan sample lebih banyak.
QUEST_UNUSED_20151015_000732	Hand them over to Druid Master	Menyampaikan kepada Druid Master
QUEST_UNUSED_20151015_000733	You've collected enough Plant-type monsters' samples. Go back to Druid Master.	Telah cukup mengumpulkan sample dari monster tipe Plant. Kembalilah pada Druid Master.
QUEST_UNUSED_20151015_000734	Set Romuva of Purification at 36_1 of Canyon Region	Memasang Romuva Purification pada Canyon Area 36_1
QUEST_UNUSED_20151015_000735	Oracle Master told you that the demonic energy is becoming stronger lately so his abilities are being disturbed. Set Romuva of Purification on 36_1 of Canyon Region where the demonic energy is strong so there's lots of distubances.	Oracle Master berkata bahwa kekuatannya belakangan ini tertanggu karena kekuatan Demon Energy. Terutama pada Canyon area 36_1 kekuatan Demon Energy sungguh luar biasa, maka pergilah dan pasang Romuva Purication.
QUEST_UNUSED_20151015_000736	Report to Oracle Master	Melapor kepada Oracle Master
QUEST_UNUSED_20151015_000737	You've set up all Romuvas of Purification. Return to the Oracle Master.	Telah memasang seluruh Romuva Purification. Kembalilah pada Oracle Master.
QUEST_UNUSED_20151015_000738	Open the treasure chest	Mencoba membuka Treasure Box
QUEST_UNUSED_20151015_000739	Defeat the monsters by avoiding the Petrifying Frost	Membunuh Monster dengan menghindari Petrification Frost
QUEST_UNUSED_20151015_000740	As you opened the box, faint Petrifying Frost came out and the monsters around are rushing in! Avoid the Petrifying Frost and defeat all monsters.	Setelah membuka Box, muncullah Petrification Frost dan monster di sekitar datang mengepung! Bunuhlah semua monster setelah menghindari Petrification Frost.
QUEST_UNUSED_20151015_000741	Look at the pillar	memeriksa Pillar
QUEST_UNUSED_20151015_000742	As you entered Galeed Plateau, you see a lot of pillars. There is one pillar that looks special, so go take a look at it.	Setelah memasuki Galeed Plateau terlihat banyak sekali jumlah dari Pillar. Karena terlihat suatu Pillar yang menarik perhatian, coba hampir dan periksalah.
QUEST_UNUSED_20151015_000743	Protect the pillar	Menjaga Pillar
QUEST_UNUSED_20151015_000744	The monsters are coming to attack the pillar! Protect it.	Para Monster datang menyergap dan menyerang Pillar! Lindungilah Pillar.
QUEST_UNUSED_20151015_000745	Brush off the powders off from the pillar	Menyebarkan Powder pada Pillar
QUEST_UNUSED_20151015_000746	Does this black dust look like food to the monsters? Is that why they came running? Mow that they're gone we should dust off the rest of the pillar.	Alasan para monster datang menyergap apakah karena bubuk hitam ini terlihat seperti makanan? Karena parah monster datang menyerbu, mari sebarkan semua bubuk hitam yang menempel.
QUEST_UNUSED_20151015_000747	It is likely that there are more pillars with someone's records. Look at the pillar. You would be able to read the writings on the pillar even if it's dark if you have the crystals that illuminates a mysterious ray.	Sepertinya ada pillar yang menyimpan catatan milik seseorang. Cobalah periksa pillar. Tulisan pada Pilar dapat terbaca walau gelap, jika ada Crystal yang memancarkan cahaya misterius.
QUEST_UNUSED_20151015_000748	Collect Monster Oil	Mendapatkan Monster Oil
QUEST_UNUSED_20151015_000749	The crystal emanating the mysterious light requires monster oil to shine. Hunt monsters and collect monster oil.	Jika ingin Crystal yang mengeluarkan cahaya misterius untuk mengeluarkan cahaya cukup, maka membutuhkan Monster Oil sepertiny. Kumpulkanlah Monster oil dengan menghabisi monster.
QUEST_UNUSED_20151015_000750	Read the writings on the pillar	Membaca tulisan yang terukir pada Pillar
QUEST_UNUSED_20151015_000751	You have obtained the monster oil. Go back to the pillar with the crystal and use its light to see the writings on it.	Telah mengumpulkan seluruh Monster Oil. Mari coba membaca tulisan yang terukir pada pillar dengan sinar yang dikeluarkan Crystal dengan membawanya ke Pillar.
QUEST_UNUSED_20151015_000752	Defeat monsters to obtain Monster Oil	Coba dapatkan Monster Oil dengan membunuh Monster
QUEST_UNUSED_20151015_000753	It seems that someone's records are present on other pillars. Look at the pillars.	Sepertinya terdapat catatan lainnya milik seseorang pada Pillar lainnya. Cobalah periksa pillar lainnya.
QUEST_UNUSED_20151015_000754	Speak out the numbers	Mengatakan angka
QUEST_UNUSED_20151015_000755	The instructions seem to day that, if you speak out the numbers obtained at the Galeed Plateau, the writings on the pillar will become visible. Stand near the pillar and enter the numbers into the chat window. Obtain hints from colored pillars.	Jika mengatakan angka hint yang didapat dari suatu tempat di Galeed Plateau, maka dikatakan dapat menggunakan untuk membaca tulisan pada Pillar. Inputlah angka pada Chatting Window di dekat Pillar. Bisa mendapatkan Hint pada Pillar dengan warna khusus.
QUEST_UNUSED_20151015_000756	The writings on the pillar are beginning to appear! Read them!	Mulai terlihat sesuatu yang terukir pada Pillar! Cobalah membacanya!
QUEST_UNUSED_20151015_000757	A pillar has appeared! Go have a look at it.	Sepertinya Pillar telah muncul! Hampiri dan periksalah.
QUEST_UNUSED_20151015_000758	Repair the pillar	Memperbaiki Pillar
QUEST_UNUSED_20151015_000759	You seem to need shining moss to read the writings on the summoning pillar. Go and gather some. Note that, if you don't come back within 5 minutes, you'll have to wait until it appears again, so hurry.	Jika ingin membaca tulisan pada Summon Pilar, maka memerlukan Moss yang mengeluarkan cahaya. Cobalah dapatkan dari sekitar. Tetapi, jika tidak kembali dalam 5 menit, maka harus menunggu hingga pillar muncul di lain waktu, bergegaslah.
QUEST_UNUSED_20151015_000760	Read the writings on the pillar	Membaca tulisan pada Pillar
QUEST_UNUSED_20151015_000761	You should be able to read the pillar now. Go near it and have a look.	Sekarang sepertinya dapat membaca tulisan pada Pillar. Cobalah membaca dengan pergi pada Pillar.
QUEST_UNUSED_20151015_000762	It seems that there is another record on the other pillar which continues from this story. Look at the pillar closely.	Pada Pillar lainnya, sepertinya terdapat catatan lainnya yang berhubungan dengan cerita ini. Cobalah periksa pilar lainnya.
QUEST_UNUSED_20151015_000763	Obtain Sticky Liquid	Mendapatkan Cairan yang lengket
QUEST_UNUSED_20151015_000764	The pillar collapsed without even being touched.{nl}Collect some viscous liquid from monsters to repair the pillar.	Pillar roboh walaupun tidak disentuh. Sepertinya harus memperbaiki Pillar, maka pergilah mencari cairan yang lengket dari Monster biasa.
QUEST_UNUSED_20151015_000765	Repair the pillar	Memperbaiki Pillar
QUEST_UNUSED_20151015_000766	You have collected the sticky liquid. Go back and repair the pillar.	Telah mengumpulkan Cairan yang lengket. Sekarang cobalah kembali dan perbaiki Pillar.
QUEST_UNUSED_20151015_000767	Obtain %s from monsters	Mendapatkan %s dari Monster
QUEST_UNUSED_20151015_000768	Obtain the sticky liquid	Mencari Viscous Fluid
QUEST_UNUSED_20151015_000769	The rest of the story seems to be written on the pillar. Go there and take a close look at it.	Cerita yang tersisa, sepertinya tertulis pada Pillar itu. Coba hampiri dan periksalah.
QUEST_UNUSED_20151015_000770	Put the pieces into the pillars	Menyelipkan potongan-potongan pada Pillar
QUEST_UNUSED_20151015_000771	It seems that the pieces would fit well. Try putting them in. But, if you give up on a quest, the piece will disappear. When you go to the pillars when the pieces disappear, you will be able to obtain the pieces.	Jika menyelipkan potongan pola yang dimiliki, sepertinya akan cocok. Cobalah selipkan potongan itu. Tetapi, Jika menyerah pada Quest, maka potongan pola akan hilang. Ketika potongan pola telah menghilang, maka bisa mendapatkan potongan pola kembali dengan pergi kembali ke pillar-pillar tersebut.
QUEST_UNUSED_20151015_000772	It seems that the pieces would fit well. Try putting them in.	Jika menyelipkan potongan pola yang dimiliki, sepertinya akan cocok. Cobalah selipkan potongan itu. Tetapi, Jika menyerah pada Quest, maka potongan pola akan hilang. Ketika potongan pola telah menghilang, maka bisa mendapatkan potongan pola kembali dengan
QUEST_UNUSED_20151015_000773	Talk to Jurate	Bicara dengan Yureta
QUEST_UNUSED_20151015_000774	Continue the talk with Jurate about the sacred object.	Cobalah melanjutkan bicara mengenai Relic dengan Yureta
QUEST_UNUSED_20151015_000775	Excavate the sacred object	Lakukanlah Penggalian Relic
QUEST_UNUSED_20151015_000776	Excavate the sacred object secretly by going to the place where you found with the detector stick.	Pergilah ke tempat yang ditemukan menggunakan Exploration Stick, lalu lakukan penggalian Relic dengan hati-hati.
QUEST_UNUSED_20151015_000777	Report to Jurate	Melapor pada Yureta
QUEST_UNUSED_20151015_000778	It seems that you've found a sacred object. Take it to Jurate.	Sepertinya telah menemukan Relic. Bawakanlah kepada Yureta.
QUEST_UNUSED_20151015_000779	Wilhelmina Carriot is looking at what you have closely. Talk with Wilhelmina Carriot.	Bilhelmina Carriot sedang menatap tembus pada sesuatu yang ada bawa. Cobalah bicara dengan Bilhelmina Carriot.
QUEST_UNUSED_20151015_000780	Obtain Ruklys' Army Seals and Parchments	Mengumpulkan Ruklys Troops' Seal dan Document Parchement
QUEST_UNUSED_20151015_000781	Wilhelmina Carriot wants more documents. Obtain some things that can be used as information from the Fortress of the Land.	Bilhelmina Carriot menginginkan sedikit lebih banyak material lagi. Dapatkanlah informasi yang berguna dari Earth Castile.
QUEST_UNUSED_20151015_000782	Hand them over to Wilhelmina Carriot	Menyampaikan kepada Bilhelmina Carriot
QUEST_UNUSED_20151015_000783	Wilhelmina Carriot will be satisfied with this. Hand them over to Wilhelmina Carriot.	Jika segini banyak maka Bilhelmina Carriot akan merasa puas. Sampaikanlah kepada Bilhelmina Carriot.
QUEST_UNUSED_20151015_000784	The books from the Ruklys Era are scattered around. Look for the books that are readable.	Berteberan buku-buku yang tersisa pada era Ruklys. Cobalah cari buku yang layak untuk dibaca.
QUEST_UNUSED_20151015_000785	If you bring these books to Wilhelmina Carriot, you would be able to receive some rewars.	Sepertinya bisa mendapatkan Reward jika menyampaikan buku-buku ini kepada Bilhelmina Carriot.
QUEST_UNUSED_20151015_000786	Talk with the Ruklys Army Soldier's Spirit	Bicara dengan Ruklys Troops Soldier's Spirit
QUEST_UNUSED_20151015_000787	You can see the Ruklys Army Soldier's Spirit that can't go back beside the goddess. Talk to him.	Terlihat Ruklys Troops Soldier's Spirit yang bergentayangan dan tidak dapat kembali ke pelukan Goddess. Bicaralah dengannya
QUEST_UNUSED_20151015_000788	Pass the retreat order to the spirits by blowing the horn	Memberitahukan perintah mundur kepada para Spirit dengan meniupkan Napal
QUEST_UNUSED_20151015_000789	It seems that he regrets that he couldn't blow the horn to order for retreat. Blow the horn and let other spirits know about the spirit.	Sepertinya Ruklys Troops Soldier's Spirit gugur karena tidak diberitahukan untuk mundur. Bunyikanlah Napal untuk memberitahukan perintah mundur kepada para Ruklys Troops Soldier's Spirit.
QUEST_UNUSED_20151015_000790	You blew the horn and sent out the retreat order. Tell the Ruklys Army Soldier's Spirit about it.	Telah memberitahukan perintah mundur dengan membunyikan Napal. Beritahukanlah kebenaran ini kepada Ruklys Troops Soldier's Spirit.
QUEST_UNUSED_20151015_000791	Talk with Settler Browein	Bicara dengan Immigrant Bowein
QUEST_UNUSED_20151015_000792	Talk with Settler Browein at Lemprasa Pond	Bicaralah dengan Immigrant Bowein di Lemprasa Pond
QUEST_UNUSED_20151015_000793	Talk with Settler Brophen	Bicara dengan Immigrant Brophen
QUEST_UNUSED_20151015_000794	Talk with Settler Brophen	Bicaralah dengan Immigrant Brophen
QUEST_UNUSED_20151015_000795	Use a Status Point	Menggunakan Statpoint
QUEST_UNUSED_20151015_000796	Press the F1 key to use a Status Point	Cobalah menggunakan Statpoint setelah menekan F1 key
QUEST_UNUSED_20151015_000797	Hand over Grass Leaf Ointment	Memberikan Grass Leaf Cream
QUEST_UNUSED_20151015_000798	Settler Brophen asked you to hand over Grass Leaf Ointment to Settler Layla	Immigrant Brophen meminta tolong untuk menyampaikan Grass Leaf Cream kepada Immigrant Layla
QUEST_UNUSED_20151015_000799	Talk with Mayor Romanas	Bicara dengan Mayor Romanas
QUEST_UNUSED_20151015_000800	Mayor Romanas is waiting for you	Mayor Romanas sedang menunggu kamu.
QUEST_UNUSED_20151015_000801	Talk with Officer Lutas	Bicara dengan Officer Lutas
QUEST_UNUSED_20151015_000802	Talk with Officer Lutas at the entrance of Lemprasa Pond	Bicara dengan Officer Lutas di Orsha Entrance pada Lemprasa Pond
QUEST_UNUSED_20151015_000803	Talk with Officer Lutas	Bicaralah dengan Officer Lutas
QUEST_UNUSED_20151015_000804	Defeat the attacking boss monster	Bunuh Boss Monster yang menyerang dadakan
QUEST_UNUSED_20151015_000805	Defeat the attacking boss monster	Bunuhlah Boss Monster yang menyerang dadakan
QUEST_UNUSED_20151015_000806	Visit Orsha	Mengunjungi Orsha
QUEST_UNUSED_20151015_000807	Visit Orsha	Kunjungilah Kota Orsha
QUEST_UNUSED_20151015_000808	Talk with Inesa Hamondale	Bicara dengan Inesa Hamondale
QUEST_UNUSED_20151015_000809	Talk with Orsha's lord, Inesa Hamondale	Bicaralah dengan Inesa Hamondale bangsawan Orsha
QUEST_UNUSED_20151015_000810	Talk with Settler Izna	Bicara dengan Immigrant Izna
QUEST_UNUSED_20151015_000811	Talk with Settler Izna	Bicaralah dengan Immigrant Izna
QUEST_UNUSED_20151015_000812	Collect light red leaves	Mengumpulkan Soft Red Leaf
QUEST_UNUSED_20151015_000813	Settler Izna has asked you to defeat nearby monsters and collect red leaves.	Immigrant Izna meminta tolong untuk mengumpulkan Soft Red Leaf dengan membunuh monster di sekitar
QUEST_UNUSED_20151015_000814	Obtain light red leaves	Mendapatkan Soft Red Leaf
QUEST_UNUSED_20151015_000815	Collect Rampar Mucus	Mengumpulkan Rampar Mucus
QUEST_UNUSED_20151015_000816	Settler Izna has asked you to collect Rampas Mucus.	Immigrant Izna meminta tolong untuk mengumpulkan Rampar Mucus
QUEST_UNUSED_20151015_000817	Guide the settler in the forest	Panduan Immigrant di dalam Hutan
QUEST_UNUSED_20151015_000818	Residents of the northern region have been isolated due to a gigantic monster. Settler Izna has asked you to light up a fire to help them.	Immigrant Izna telah meminta untuk menyalakan Bonfire untuk menolong para Immigrant di area utara yang terisolasi di hutan, karena para monster raksasa
QUEST_UNUSED_20151015_000819	Light the Last Fire	Menyalakan Bonfire terakhir
QUEST_UNUSED_20151015_000820	Settler Izna has asked you to light a big fire so the residents can see it from far away.	Immigrant Izna meminta tolong untuk menyalakan Bonfire yang besar agar para immigrant yang ada di tempat jauh lainnya dapat melihat
QUEST_UNUSED_20151015_000821	Talk with Settler Ivanayus	Bicara dengan Immigrant Ivanayu
QUEST_UNUSED_20151015_000822	Talk with Settler Ivanayus	Bicaralah dengan Immigrant Ivanayu
QUEST_UNUSED_20151015_000823	Collect useful objects	Mengumpulkan benda yang layak pakai
QUEST_UNUSED_20151015_000824	Settler Ivanayus wants you to collect useful objects that can be used by settlers that are left by natives.	Immigrant Ivanayu meminta tolong untuk mengumpulkan benda layak pakai oleh Immigrant dengan memeriksa benda-benda yang ditinggalkan penduduk setempat
QUEST_UNUSED_20151015_000825	Talk with Settler Dallanas	Bicara dengan Immigrant Dallanas
QUEST_UNUSED_20151015_000826	Talk with Settler Dallanas	Bicaralah dengan Immigrant Dallanas
QUEST_UNUSED_20151015_000827	Worship the Statue of Goddess Zemyna	Menghormati Zemyna Goddess Statue
QUEST_UNUSED_20151015_000828	Settler Dallanas would like to bless your explorations and as asked you to worship the statue of Goddess Zemyna to receive her grace.	Immigrant Dallanas telah memandu untuk coba mendapatkan berkat dari Goddess dengan menghormati Zemyna Goddess Statue supaya perjalanan diberkati
QUEST_UNUSED_20151015_000829	Bring the Settlers	Membawa Immigrant
QUEST_UNUSED_20151015_000830	Settler Dallanas has asked you to bring the settlers that were spreaded across the area.	Immigrant Dallanas meminta agar membawakan para Immigrant yang tersebar di sekitar
QUEST_UNUSED_20151015_000831	Talk with Priest Irma	Bicara dengan Priest Irma
QUEST_UNUSED_20151015_000832	Priest Irma is waiting for help in Ashaq Underground Prison 3F.	Priest Irma di Ashaq Underground Prison 3F sedang menunggu bantuan dari seseorang
